number_of_instances,number_of_features,noise_to_signal_ratio,mean_kurtosis_of_numeric_attributes,mean_means_of_numeric_attributes,mean_std_dev_of_numeric_attributes,mean_mutual_information,max_nominal_att_distinct_values,mean_std_dev_nominal_att_distinct_values,mean_nominal_att_distinct_values,mean_skewness_of_numeric_attributes,prediction
34857.0,21.0,1.149647724336027,191.76126270512847,63146.12435821995,54926.53460848321,0.0349049407192783,34809.0,0.043021864145446426,30412.25,3.43013956436546,-0.5288514040835565
34857.0,4.0,1.149645902125392,3.140285334020743,205224.72623863214,178511.2492979149,0.017393688771281408,0.0,0.0,0.0,1.0202694547646889,-0.9534611880038193
34857.0,6.0,1.1496467398189103,6.322118217850088,164179.79342534245,142808.90617319694,0.03668056914164346,32949.0,0.0008604789978879723,32949.0,1.846459821262915,-0.6872189461680404
34857.0,19.0,1.1496477249627906,191.76126270512847,63146.12435821995,54926.53460848321,0.03469802123802972,34809.0,0.05557629195460163,29677.333333333332,3.5902394569460676,-0.49540585534282167
34857.0,21.0,1.1496145854927244,3107.8578694565845,63146.069611886815,54927.41910502555,0.13753825849016094,34009.0,1.0000143446298342,4350.75,12.710306279498685,-0.31415392475668535
34857.0,4.0,1.149639219883951,2.351368162173332,205224.72623863214,178512.28688888007,0.10217235196389603,0.0,0.0,0.0,0.08175905036191256,-0.7861371530477437
34857.0,6.0,1.1496387357335602,4638.890845976946,164179.7809909057,142809.68965011503,0.18220656497565715,34.0,1.0000143446297887,34.0,24.245807549447704,-0.4598596531678426
34857.0,17.0,1.1496210254577377,3366.7718265698973,68408.24207954404,59504.620695915626,0.13491461564721494,351.0,1.0000143446298702,80.0,15.664162835679193,-0.31941667365335424
17456.0,21.0,3.6762688519862516,264.6051540583836,58322.52021676775,15487.892166196547,0.07632350005759081,17254.0,1257.6109142500484,2245.25,3.0670665493278544,0.3350253327493401
17456.0,6.0,3.7189517443239986,1069.5543158167798,248798.3357393828,65070.37749370484,0.061946456712003606,17254.0,3348.5925629288067,5969.333333333333,8.2962373906349,-0.33069405699052756
17456.0,20.0,3.773344163786385,264.6051540583836,58322.52021676774,15487.892166196545,0.0747781359351398,344.0,32.82428798987961,101.14285714285714,3.218481450614077,0.3510015248322588
17456.0,21.0,3.857083674308255,32.903720218145104,57387.714433297086,14878.515373882608,0.02084537736658485,17431.0,0.0449434469064436,15470.0,2.1771195989687793,0.07071406873640133
17456.0,4.0,3.8570812210782144,0.7455601304500205,186509.8919282768,48355.189128254744,0.012163659173560623,0.0,0.0,0.0,0.5797852631503085,-0.7707177928780847
17456.0,6.0,3.857091211171724,58.27520157884736,186509.90644834738,48355.06757755491,0.02662259251543242,15555.0,0.0001974459949800749,15490.5,2.7834402658968127,-0.4814525465987149
17456.0,21.0,3.857083674308255,32.903720218145104,57387.714433297086,14878.515373882608,0.01955595544280291,17431.0,0.0449434469064436,15470.0,2.1771195989687793,0.07071406873640133
17456.0,21.0,3.856693816009225,264.6051540583816,57387.659054854405,14879.398877510652,0.07640305013795598,17254.0,1.0000286446771318,2245.25,3.0670665493282874,0.3385283527312283
17456.0,4.0,3.8569965264465433,-0.07300186541279707,186509.8919282768,48356.2509453719,0.06289322195375628,0.0,0.0,0.0,0.022427725189420274,-0.5578966165135361
17456.0,6.0,3.856992908727086,-1.4072577307825065,373019.7838565536,96710.59254627352,0.07819907293897392,17254.0,1.0000286446771016,4478.25,0.22920059322411604,-0.462956712590462
17456.0,11.0,3.8568932060001284,5.272246925564889,106577.08110187246,27632.31217653863,0.10591293708276166,344.0,1.0000286446771214,97.5,0.5885806468109422,0.3600760111128743
31371.0,21.0,1.1709572573432518,7.990537395888939,62805.77091795429,54147.55535023201,0.1436701180982874,30666.0,1240.3156550974766,3929.5,0.8388634835268666,-0.3422719598536349
31371.0,6.0,1.159489820791178,8.681109472057425,161595.09578655448,139715.16911799985,0.1455558735306643,3.0,0.637022852072787,3.0,1.3942769611042725,-0.12216168151581866
31371.0,18.0,1.1628401093982612,7.99053739588894,62805.77091795429,54147.55535023201,0.14914798431945658,338.0,22.887658272904552,77.2,1.002303586533535,-0.32885738786673346
31371.0,21.0,1.1523154110187759,8.418204393340108,61911.21263147304,53727.699026748574,0.038855545843255346,31328.0,0.041768143638919036,27380.625,1.6695837958466186,-0.502917357453998
31371.0,4.0,1.1523135111167382,2.189844004298682,201211.26556373722,174615.03629228295,0.02655137443644377,0.0,0.0,0.0,0.9713358582517431,-0.9696177205161242
31371.0,6.0,1.1523145907350651,5.507374844371102,201211.37011792423,174614.96342124755,0.050433702453885766,27416.0,0.00019159660288516327,27202.0,1.7392868668882553,-0.6756942832046378
31371.0,19.0,1.1523154114554524,8.418204393340108,61911.21263147304,53727.699026748574,0.03958274065538777,31328.0,0.05391030644992743,26718.5,1.6595186398485837,-0.5259615374783959
31371.0,21.0,1.1522813926402864,7.990537395887056,61911.15863499607,53728.58567610255,0.14196823718574708,30666.0,1.0000159386679672,3929.5,0.8388634835268078,-0.33727674199265045
31371.0,4.0,1.1523064262364302,1.5047825118733187,201211.26556373722,174616.10990135424,0.10306175432151517,0.0,0.0,0.0,0.5215385652162403,-0.7622717913627031
31371.0,6.0,1.1523061390569818,2.2802037630969547,201211.26556373722,174615.65341147128,0.15894940217856704,376.0,1.0000159386680347,204.5,0.57387246288088,-0.45863831851649806
31371.0,18.0,1.1522863418385942,7.990537395887056,61911.15863499607,53728.58567610255,0.14737612359651955,338.0,1.0000159386679306,77.2,1.0023035865334977,-0.32190286169540255
34857.0,21.0,1.852213135600468,3481.3514604470083,81823.79129596085,44209.50251420173,0.1374399508675045,34009.0,1254.9052899448957,4350.75,13.854309127327891,0.0398131276735517
34857.0,6.0,1.848562764603334,14.34406085926265,264427.8768184426,142891.1418882491,0.13247851363161284,34009.0,4906.903301244614,17006.0,1.053029755414279,-0.11420206370488248
34857.0,18.0,1.8553731608137034,3771.389830274285,88011.36654516567,47524.636077896925,0.13107924769642373,388.0,37.3774380027722,131.33333333333334,16.061567647554547,-0.012509944512752714
34857.0,21.0,1.851714635953646,190.22367108819395,80782.62619211408,43625.862855567495,0.03288649842942528,34809.0,0.042676465498639585,30412.25,3.42437257176497,-0.12272048152908485
34857.0,4.0,1.8517124970025596,7.19561900601487,262543.336238854,141784.07104982188,0.020423278748639362,0.0,0.0,0.0,1.6353979068014963,-0.7158980935167178
34857.0,6.0,1.8517141800365728,405.1384616537138,175028.9512850285,94522.66077131382,0.03429847824366359,0.0,0.0,0.0,8.352895422419396,-0.5530457477793469
34857.0,21.0,1.851714635953646,190.22367108819395,80782.62619211408,43625.862855567495,0.03264322354473355,34809.0,0.042676465498639585,30412.25,3.42437257176497,-0.12272048152908485
34857.0,21.0,1.851649003402065,3481.3514604470747,80782.56499657045,43626.748566004826,0.13804439955399134,34009.0,1.0000143446298342,4350.75,13.85430912729723,0.022833760210887722
34857.0,4.0,1.8517002326991592,6.046546732946188,262543.336238854,141785.01012345485,0.08459428699649092,0.0,0.0,0.0,0.6799030255178005,-0.3887664058183825
34857.0,6.0,1.8516979773726134,6914.726746201852,262543.336238854,141784.68280724026,0.15098379959537303,9.0,1.0000143446297827,9.0,27.93325828315656,0.0946125025966887
34857.0,17.0,1.8516620628742455,3771.389830274357,87514.44541295133,47262.22761197651,0.131057786924889,351.0,1.000014344629855,80.0,16.999808637255246,0.07262527015718771
17493.0,21.0,6.9864509745282595,336.7581277321182,74662.68030093229,10125.507297494885,0.05551405666555258,17217.0,1257.9403075725775,2242.25,4.173809500401386,-0.2333384818201437
17493.0,6.0,7.691569624297693,9.73562636920265,320779.66448740667,41763.082364221504,0.07850265496737938,327.0,37.627007388820296,113.0,0.6030509528060696,-0.28325872503212113
17493.0,18.0,7.155614671550241,433.0467115198734,96307.90494407926,12722.869367520483,0.05375466090692584,17217.0,1257.9403075725775,2242.25,4.641551602546538,-0.23090462759614877
17493.0,21.0,7.647816024185536,32.867325132963494,73635.65546577577,9628.30747828058,0.010130528141431094,17474.0,0.043062076181223395,15066.375,2.1166940487833505,-0.5081173780186001
17493.0,4.0,7.6478192269134215,3.4763415815936796,239315.68164567137,31292.016004182755,0.008367622017839397,0.0,0.0,0.0,0.7693798126698119,-0.9162315798032139
17493.0,6.0,7.647852624845368,5.7277769355520345,239315.6817481853,31291.877102134596,0.010473709351230199,17472.0,0.005290763708321158,16129.0,1.5352661970692785,-0.8410071395730145
17493.0,17.0,7.647816809713164,37.5263018203012,87023.95561447485,11378.908353361643,0.01139625998195587,17474.0,0.05570632303139785,14481.5,2.1705259184004353,-0.4550884818467768
17493.0,21.0,7.646631333830862,336.7581277320657,73635.59435251426,9629.192958860482,0.05323906705922139,17217.0,1.000028584087257,2242.25,4.173809500413748,-0.23271252374196813
17493.0,4.0,7.647584872519743,1.0713823398892988,239315.68164567137,31292.97492409798,0.014063539110604317,0.0,0.0,0.0,-0.13057381969017426,-0.7602818917510656
17493.0,6.0,7.647547691185818,9.814215109603277,319087.5755275618,41723.16939311513,0.08039973958968352,336.0,1.00002858408725,224.0,0.43078573025087136,-0.5909454150772385
17493.0,5.0,7.647608789485241,7.082580777621525,191452.5453165371,25034.301647302716,0.07538855790929577,0.0,0.0,0.0,1.0034522748960488,-0.3742374009219333
31371.0,21.0,1.8912647090297867,55.56419058977352,81021.30105905424,42864.35356588257,0.1434027404756222,30667.0,1241.8183968734634,3930.375,1.4246342879144471,0.0997788531667998
31371.0,6.0,1.8814101969615658,116.69851381797636,209512.76984783218,111359.32258288111,0.18115311008289633,9.0,1.9971977977714348,9.0,3.259224043029142,0.0568152231733853
31371.0,19.0,1.8939402223149793,60.1434198440104,87175.42273156143,46114.880492291326,0.14063538863639452,379.0,32.423115027464796,110.85714285714286,1.5302921277554578,0.12159521935571187
31371.0,21.0,1.8814885538571235,13.768138066730897,80016.95244459837,42528.548045257405,0.03921418414502613,31327.0,0.04162745925149477,27376.0,1.723242575965585,-0.04825663739310728
31371.0,4.0,1.881486319414593,3.7349341937313683,260054.89867804304,138217.79940390782,0.025257565089135053,0.0,0.0,0.0,1.3671323766890435,-0.7330085835816103
31371.0,6.0,1.8814880524056397,3.8278574335312667,208044.02632897857,110574.19473605088,0.03373609790017849,27391.0,0.00020212202385931668,27391.0,1.0557690832996618,-0.38478602610033974
31371.0,20.0,1.8814885541168975,13.768138066730897,80016.95244459837,42528.548045257405,0.037845058516222205,31327.0,0.0475453645697284,27373.85714285714,1.7339491543226455,-0.12055607258316008
31371.0,21.0,1.881420069600636,55.56419058976272,80016.89190093632,42529.4358120148,0.1435101581855629,30667.0,1.0000159386680036,3930.375,1.424634287906598,0.09592745243096008
31371.0,4.0,1.8814731609782518,4.198527798571951,260054.89867804304,138218.76605607825,0.09241696939109663,0.0,0.0,0.0,0.8951970546700222,-0.32238494297707504
31371.0,6.0,1.8814711149850105,14.090890517051111,260054.89867804304,138218.4163531861,0.12544214852107577,30667.0,1.0000159386680436,15338.0,1.1111703741462133,-0.24589744655651388
31371.0,16.0,1.8814370844210044,60.14341984399872,86684.96622601435,46073.47212835448,0.1455511358427653,339.0,1.00001593866807,96.25,1.7491780776674923,0.11242538607479524
34857.0,21.0,1.7701588141719886,3474.4608389715604,78795.16355295299,44583.66068714544,0.13443786639060967,34009.0,1254.9052899448957,4350.75,13.792395356109868,-0.05303559680782297
34857.0,6.0,1.774277375230262,10.875232922845552,202583.18421490645,114405.0694926428,0.09286573362502111,3.0,0.636291936778787,3.0,0.16464011028109482,-0.0634388496517326
34857.0,19.0,1.7712597130383503,3763.924986994985,84730.35896555611,47929.973567399174,0.13151685713197506,388.0,32.321882695721385,113.85714285714286,15.191928979545173,-0.05065344630156445
34857.0,21.0,1.7672020225518712,214.79269195850762,77756.81472484846,43999.971998756206,0.033351601808635924,34809.0,0.04267970410552872,30412.25,3.5933020043154777,-0.20280353388266378
34857.0,4.0,1.767199863466778,7.25037816421273,252709.44953667844,142999.92590590712,0.020960434802708743,0.0,0.0,0.0,1.6691491095631976,-0.7690040779327817
34857.0,6.0,1.767201548487159,516.8567648073292,202167.62687125403,114399.8690454899,0.01742441959365699,34673.0,0.009212606658919537,34673.0,7.547380522475365,-0.668324370819674
34857.0,21.0,1.7672020225518712,214.79269195850762,77756.81472484846,43999.971998756206,0.032974512081690624,34809.0,0.04267970410552872,30412.25,3.5933020043154777,-0.20280353388266378
34857.0,21.0,1.7671397828517026,3474.460838966356,77756.75370359336,44000.85775437698,0.13300793420764262,34009.0,1.0000143446298342,4350.75,13.792395356071335,-0.03779862965716376
34857.0,4.0,1.7671883126149703,6.01019078399322,252709.44953667844,143000.86059461057,0.087265786506778,0.0,0.0,0.0,0.6938982061858162,-0.4543577106132898
34857.0,6.0,1.7671861242583946,5855.655852149984,336945.93271557125,190667.05022115147,0.10878857393008712,351.0,1.000014344629914,119.0,20.66239987658093,-0.05609659563818155
34857.0,17.0,1.7671521403225086,3763.9249869893465,84236.48317889281,47667.512566046345,0.12572357970736422,351.0,1.000014344629855,80.0,16.92332442473668,-0.01751477972257498
17493.0,21.0,8.151800373234922,334.1879548518757,68630.57658647888,7827.367793477193,0.05272892157857219,17217.0,1257.9403075725775,2242.25,4.178962417316079,-0.5791419833683904
17493.0,6.0,9.065108396978527,845.7776300484031,176314.19709893555,19449.415982700062,0.01689837248118602,9.0,2.115006566189532,9.0,12.475030438984264,-0.5754547235187714
17493.0,12.0,8.773400114329228,378.8930005884495,111242.07805446407,12706.793361163738,0.05421028948283991,34.0,3.325461201951605,12.25,4.874793710517264,-0.5164326795804959
17493.0,21.0,9.223131685916231,37.53736053864481,67606.34618070006,7330.066996164115,0.00998438063750975,17474.0,0.04306551630590594,15066.375,2.2534516655545622,-0.7877385268253395
17493.0,4.0,9.223140447798567,3.942796692109433,219720.42704224546,23822.734597377796,0.010369992533580508,0.0,0.0,0.0,1.1212217350572962,-0.9849277308420014
17493.0,6.0,9.223165266872781,38.72209293176457,175776.38789706898,19058.108167139046,0.0038199960646601028,17474.0,0.2504812021893343,17474.0,2.602569077449314,-1.0203523068457274
17493.0,13.0,9.22313927428212,25.773524203041273,109860.2946382446,11911.348384381008,0.006379460180842862,17474.0,0.06662314055308802,14409.8,1.9023227118944201,-0.8042143698108248
17493.0,21.0,9.221258793093977,334.18795485177446,67606.28524376784,7330.952528021007,0.05053445585912595,17217.0,1.000028584087257,2242.25,4.178962417313609,-0.6026268762949586
17493.0,4.0,9.222770313892402,1.3841997074440986,219720.42704224546,23823.690666054772,0.010866779828975067,0.0,0.0,0.0,0.2019612625768959,-0.9127394930863263
17493.0,6.0,9.222710309754575,23.635682376721103,175776.34163379637,19058.87652712008,0.023884522854677393,3.0,1.000028584087436,3.0,1.4002205968188244,-0.24116218174578363
31371.0,21.0,1.8072714301532184,54.08065457183273,78014.8574320834,43229.178226187665,0.1396326022769988,30663.0,1241.6566322273493,3930.0,1.4098867012738694,0.02400950706380276
31371.0,6.0,1.7955110143900146,132.51162914436026,250329.77431540037,139417.73579662124,0.12689785071684706,379.0,55.68138739414991,191.0,3.1367848754011667,-0.05753920587719739
31371.0,19.0,1.8078811632367193,58.53566458754232,83917.59267987566,46508.94286330205,0.13799537147478758,379.0,32.41951597103538,111.0,1.5138413202187768,0.012616628681642905
31371.0,21.0,1.7954786672080207,15.908569486517745,77012.57587976931,42892.51855231056,0.03911482773626292,31327.0,0.04159171273134534,27375.625,1.7698533935782579,-0.14358463124594106
31371.0,4.0,1.7954764118051336,3.807577935956541,250290.6755044468,139400.70382367758,0.02541964027993604,0.0,0.0,0.0,1.4039778297366787,-0.8129496326483718
31371.0,6.0,1.7954780874268121,28.772049508558368,166860.47782786406,92933.73113063163,0.03497152289682788,0.0,0.0,0.0,2.8100996222046835,-0.6268194815927638
31371.0,21.0,1.7954786672080207,15.908569486517745,77012.57587976931,42892.51855231056,0.03859088288694947,31327.0,0.04159171273134534,27375.625,1.7698533935782579,-0.14358463124594106
31371.0,21.0,1.795413726218207,54.08065457186782,77012.51553982978,42893.406420841085,0.13939800523289098,30663.0,1.000015938668052,3930.0,1.4098867012513616,0.02457785294315511
31371.0,4.0,1.7954640009545677,4.263669318360202,250290.6755044468,139401.66740819,0.09326171173161917,0.0,0.0,0.0,0.9152036061521618,-0.39287857500224677
31371.0,6.0,1.7954620247895212,15.069444760995864,333720.9006725957,185868.0944371825,0.14180593685682572,340.0,1.0000159386680887,125.66666666666667,0.06982470775974114,-0.2832540005641572
31371.0,16.0,1.7954298254532537,58.53566458758035,83430.22516814893,46467.773621249624,0.14174576564835972,340.0,1.0000159386680225,96.5,1.729668265430246,0.05990519514082375
34857.0,21.0,1.2254753172904578,3106.5461806031785,65558.8774569788,53941.931276309566,0.13623587144292473,34009.0,1254.9052899448957,4350.75,12.687793938328024,-0.33083539644349563
34857.0,6.0,1.2139140786464337,4303.539671941923,209965.2784297272,174014.1659751486,0.1232480494852501,34009.0,4911.462966497287,17021.5,20.255742650922258,-0.7101573960664888
34857.0,19.0,1.2183088272931848,3106.5461806031785,65558.87745697881,53941.931276309566,0.13911185000946316,351.0,19.32878463116185,68.16666666666667,14.017407126317915,-0.2565101368470887
34857.0,21.0,1.2108642884387957,189.08935508359684,64573.608212013045,53328.559049675816,0.034256719813084,34809.0,0.04288664389473862,30412.25,3.4063851691666622,-0.46658784258820213
34857.0,4.0,1.2108623431785672,5.365896033195938,209864.03828499297,173317.83374655998,0.017737841839290464,0.0,0.0,0.0,1.4309880629706462,-0.9416833669939265
34857.0,6.0,1.2108633831489561,4.922035818269457,279818.7823515202,231090.2996838447,0.038921164945237584,34673.0,0.003213551204371994,25322.0,1.3470474994573054,-0.753163142851667
34857.0,20.0,1.2108642898880952,189.08935508359684,64573.608212013045,53328.559049675816,0.03534862147321018,34809.0,0.04752695236860903,29785.714285714286,3.4765225091707768,-0.4769965004072455
34857.0,21.0,1.2108283734547585,3106.5461806063095,64573.5502415363,53329.44496622135,0.13701815812747603,34009.0,1.0000143446298342,4350.75,12.68779393832943,-0.3399385128870448
34857.0,4.0,1.210855194615645,2.688755839517934,209864.03828499297,173318.85696836686,0.09539032690533637,0.0,0.0,0.0,0.6514584631947031,-0.7633459257162486
34857.0,6.0,1.210854571811231,11.383500616151336,279818.71771332395,231090.92813914377,0.15445139696230603,34009.0,1.0000143446298069,11340.333333333334,1.1791937454697956,-0.5544956568740016
34857.0,18.0,1.210833613035359,3365.3508299359905,69954.67942833099,57773.48204554442,0.13525621111508734,351.0,1.0000143446298493,68.16666666666667,14.741052138396137,-0.261248983266573
17456.0,21.0,3.6913808506391184,263.28596197249493,58377.059206460326,15436.093281958314,0.07710859792827529,17254.0,1257.6109142500484,2245.25,3.0610244071419763,0.3407891391266801
17456.0,6.0,3.719781505664757,1068.3106302513631,248802.07145776044,65072.46181742487,0.07070497490626773,17254.0,3316.02793589386,5855.666666666667,8.441464342524098,-0.15407273393759396
17456.0,20.0,3.789521060505968,263.285961972495,58377.059206460326,15436.093281958318,0.07774111840141346,344.0,32.82428798987961,101.14285714285714,3.2121372013189045,0.3552552693368418
17456.0,21.0,3.857084279493972,32.911140607150486,57387.71781919098,14878.513977543435,0.02013645888430906,17431.0,0.044779005428311695,15470.0,2.1481592947610766,0.08450741113738984
17456.0,4.0,3.857081174184158,3.1335844180180237,186509.8919282768,48355.18971615291,0.007621318368610908,0.0,0.0,0.0,0.9768533533924205,-0.8166314234734493
17456.0,6.0,3.857087714141499,33.35722025230224,149208.00620332992,38684.098111425235,0.018240886811594414,17431.0,0.25904103848250637,17431.0,2.202188561334837,-0.5656045020476823
17456.0,21.0,3.857084279493972,32.911140607150486,57387.71781919098,14878.513977543435,0.019622307227185477,17431.0,0.044779005428311695,15470.0,2.1481592947610766,0.08450741113738984
17456.0,21.0,3.856693816009225,263.285961972499,57387.659054854405,14879.398877510652,0.07683198506272812,17254.0,1.0000286446771318,2245.25,3.06102440713699,0.3413666557904972
17456.0,4.0,3.8569977891094047,-0.093972257221692,186509.8919282768,48356.235115017436,0.055848151854386074,0.0,0.0,0.0,0.19004830176463086,-0.5421729128469908
17456.0,6.0,3.856992908727086,-0.8962670627713201,746039.5677131072,193420.18506390235,0.044025397174666206,17254.0,1.0000286446771398,3515.8,0.14494444068536214,-0.24967649006087073
17456.0,10.0,3.8569131461331496,402.8788533513268,93254.9459641384,24178.398158051885,0.09352529912841273,3.0,1.0000286446772013,3.0,5.50770415195329,0.3768051787830637
31371.0,21.0,1.2277610808721613,7.98146847993946,64073.93873037262,52640.182890971104,0.14258062205063707,30659.0,1240.6666886482003,3928.75,0.7771675367125532,-0.3197370714765526
31371.0,6.0,1.2105952835184406,13.2944149418021,164237.44140005484,135999.74964087113,0.10780254311873225,3.0,0.6370411944632495,3.0,1.3344622346596304,-0.573994741824799
31371.0,19.0,1.2202218925103008,7.98146847993946,64073.93873037262,52640.18289097111,0.14646920134640906,337.0,19.4198265262668,65.5,0.8525382461469242,-0.279232469679016
